src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label,true_label,ssl_label
192.168.1.4,192.168.1.1,52141,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776215.6068034,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,8234,53,TCP,3,198,66.0,66,66,3.015604,1.507802,1.00071,2.014894,1779695812.830483,Browsing,Browsing,-1
192.168.1.4,208.115.232.150,3630,443,TCP,11,8354,759.4545454545455,54,1304,28.705952,2.870595,0.0,19.765913,1779776426.7186272,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,54728,UDP,1,255,255.0,255,255,0.0,0.0,0.0,0.0,1779776488.0342462,Gaming,Gaming,-1
142.251.222.170,192.168.1.4,443,10909,TCP,64,19814,309.59375,54,1304,251.156199,3.986606,0.0,20.347757,1779776282.2109652,Gaming,Gaming,-1
142.251.221.98,192.168.1.4,443,55367,UDP,13,6162,474.0,63,1292,0.166119,0.013843,0.0,0.065899,1779695925.180977,Browsing,Browsing,-1
192.168.1.4,208.115.232.150,10780,443,TCP,11,2462,223.8181818181818,54,1304,10.656138,1.065614,0.0,8.105503,1779776343.213279,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,10528,53,TCP,2,132,66.0,66,66,1.004244,1.004244,1.004244,1.004244,1779695814.479255,Browsing,Browsing,-1
142.251.222.162,192.168.1.4,443,63737,UDP,44,13253,301.20454545454544,64,1292,2.339952,0.054417,0.0,0.531834,1779776217.615224,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,65403,53,UDP,1,84,84.0,84,84,0.0,0.0,0.0,0.0,1779695893.7059417,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,11742,53,TCP,4,264,66.0,66,66,7.003702,2.334567,1.004108,3.999082,1779775716.0780828,Download,Download,-1
192.168.1.4,224.0.0.252,54249,5355,UDP,2,146,73.0,73,73,0.416775,0.416775,0.416775,0.416775,1779776417.318806,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,64490,5355,UDP,2,146,73.0,73,73,0.417331,0.417331,0.417331,0.417331,1779776390.5103068,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,11820,53,TCP,4,264,66.0,66,66,7.017925,2.339308,1.015698,4.002393,1779776409.6518393,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,7626,53,TCP,2,132,66.0,66,66,6.013857,6.013857,6.013857,6.013857,1779776415.8893895,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,51944,UDP,1,211,211.0,211,211,0.0,0.0,0.0,0.0,1779776215.93856,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,5318,53,TCP,3,198,66.0,66,66,6.001915,3.000958,2.00243,3.999485,1779776410.7149482,Gaming,Gaming,-1
192.168.1.4,108.159.78.162,13509,443,TCP,9,2480,275.55555555555554,54,1304,2.363711,0.295464,0.0,0.781198,1779776334.4388857,Gaming,Gaming,-1
192.168.1.4,138.201.56.12,8928,443,TCP,6,2162,360.3333333333333,54,1304,0.691228,0.138246,0.0,0.413074,1779776486.4015846,Gaming,Gaming,-1
23.208.64.230,192.168.1.4,443,3262,TCP,121,191150,1579.7520661157025,54,6304,127.227917,1.060233,0.0,45.063344,1779695810.4931026,Browsing,Browsing,-1
207.65.33.78,192.168.1.4,443,12912,TCP,3,198,66.0,66,66,20.844772,10.422386,8.849658,11.995114,1779776480.837733,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,56500,UDP,1,288,288.0,288,288,0.0,0.0,0.0,0.0,1779776487.9595466,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,64776,53,UDP,1,78,78.0,78,78,0.0,0.0,0.0,0.0,1779776344.073261,Gaming,Gaming,-1
192.168.1.4,20.42.179.192,8245,443,TCP,13,2003,154.07692307692307,54,846,1.949059,0.162422,2.3e-05,0.352397,1779775850.662913,Download,Download,-1
0.0.0.0,255.255.255.255,68,67,UDP,214,76464,357.30841121495325,342,360,296.506265,1.392048,4.6e-05,38.642627,1779776246.563002,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,55995,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776343.6710198,Gaming,Gaming,-1
